,Estado,Cidade,Vacinados (1 Dose),População vacinada,Imunizados (Dose completas),População imunizada,População restante a vacinar
2835,Minas Gerais,Piranga,328,1.86 %,43,0.24 %,17.298
2836,Minas Gerais,Piranguçu,327,5.98 %,140,2.56 %,5.145
2837,Minas Gerais,Piranguinho,478,5.56 %,175,2.04 %,8.118
2838,Minas Gerais,Pirapetinga,729,6.78 %,189,1.76 %,10.023
2839,Minas Gerais,Pirapora,2003,3.55 %,833,1.48 %,54.425
2840,Minas Gerais,Piraúba,822,7.62 %,295,2.73 %,9.965
2841,Minas Gerais,Pitangui,850,3.04 %,334,1.19 %,27.139
2842,Minas Gerais,Piumhi,2139,6.17 %,880,2.54 %,32.552
2843,Minas Gerais,Planura,133,1.10 %,39,0.32 %,12.000
2844,Minas Gerais,Poço Fundo,1020,6.07 %,285,1.70 %,15.771
2845,Minas Gerais,Poços de Caldas,15921,9.51 %,3875,2.31 %,151.476
2846,Minas Gerais,Pocrane,1020,12.10 %,248,2.94 %,7.412
2847,Minas Gerais,Pompéu,1608,5.05 %,563,1.77 %,30.204
2848,Minas Gerais,Ponte Nova,4169,6.98 %,1243,2.08 %,55.573
2849,Minas Gerais,Ponto Chique,218,5.12 %,73,1.71 %,4.043
2850,Minas Gerais,Ponto dos Volantes,897,7.40 %,273,2.25 %,11.224
2851,Minas Gerais,Porteirinha,2309,6.09 %,826,2.18 %,35.597
2852,Minas Gerais,Porto Firme,429,3.80 %,233,2.07 %,10.850
2853,Minas Gerais,Poté,1069,6.46 %,338,2.04 %,15.486
2854,Minas Gerais,Pouso Alegre,11580,7.68 %,4532,3.01 %,139.157
2855,Minas Gerais,Pouso Alto,461,7.76 %,168,2.83 %,5.479
2856,Minas Gerais,Prados,521,5.77 %,164,1.82 %,8.510
2857,Minas Gerais,Prata,2108,7.57 %,479,1.72 %,25.748
2858,Minas Gerais,Pratápolis,964,11.21 %,358,4.16 %,7.639
2859,Minas Gerais,Pratinha,265,7.35 %,96,2.66 %,3.338
2860,Minas Gerais,Presidente Bernardes,441,8.21 %,197,3.67 %,4.928
2861,Minas Gerais,Presidente Juscelino,353,9.70 %,84,2.31 %,3.288
2862,Minas Gerais,Presidente Kubitschek,193,6.43 %,58,1.93 %,2.809
2863,Minas Gerais,Presidente Olegário,1175,6.00 %,330,1.69 %,18.398
2864,Minas Gerais,Alto Jequitibá,746,8.97 %,177,2.13 %,7.571
2865,Minas Gerais,Prudente de Morais,445,4.15 %,143,1.33 %,10.288
2866,Minas Gerais,Quartel Geral,262,7.35 %,103,2.89 %,3.301
2867,Minas Gerais,Queluzito,234,12.07 %,40,2.06 %,1.705
2868,Minas Gerais,Raul Soares,2278,9.59 %,444,1.87 %,21.484
2869,Minas Gerais,Recreio,1040,9.89 %,279,2.65 %,9.477
2870,Minas Gerais,Reduto,405,5.66 %,143,2.00 %,6.749
2871,Minas Gerais,Resende Costa,1119,9.73 %,315,2.74 %,10.381
2872,Minas Gerais,Resplendor,1864,10.71 %,784,4.51 %,15.533
2873,Minas Gerais,Ressaquinha,467,9.71 %,75,1.56 %,4.341
2874,Minas Gerais,Riachinho,580,7.13 %,157,1.93 %,7.556
2875,Minas Gerais,Ribeirão das Neves,8144,2.43 %,2383,0.71 %,326.714
2876,Minas Gerais,Ribeirão Vermelho,229,5.68 %,96,2.38 %,3.804
2877,Minas Gerais,Rio Acima,428,4.15 %,126,1.22 %,9.884
2878,Minas Gerais,Rio Casca,1289,9.50 %,334,2.46 %,12.275
2879,Minas Gerais,Rio Doce,188,7.20 %,54,2.07 %,2.422
2880,Minas Gerais,Rio do Prado,470,9.13 %,153,2.97 %,4.680
2881,Minas Gerais,Rio Espera,415,7.58 %,93,1.70 %,5.059
2882,Minas Gerais,Rio Manso,506,8.68 %,176,3.02 %,5.326
2883,Minas Gerais,Rio Novo,872,9.74 %,275,3.07 %,8.077
2884,Minas Gerais,Rio Paranaíba,1462,11.87 %,803,6.52 %,10.851
2885,Minas Gerais,Rio Pardo de Minas,1410,4.56 %,279,0.90 %,29.504
2886,Minas Gerais,Rio Piracicaba,990,6.90 %,207,1.44 %,13.349
2887,Minas Gerais,Rio Pomba,825,4.61 %,287,1.60 %,17.085
2888,Minas Gerais,Rio Preto,362,6.61 %,193,3.52 %,5.114
2889,Minas Gerais,Rio Vermelho,656,5.11 %,195,1.52 %,12.190
2890,Minas Gerais,Ritápolis,402,8.73 %,88,1.91 %,4.202
2891,Minas Gerais,Rochedo de Minas,137,5.94 %,71,3.08 %,2.168
2892,Minas Gerais,Rodeiro,457,5.64 %,151,1.86 %,7.652
2893,Minas Gerais,Romaria,272,7.70 %,103,2.92 %,3.261
2894,Minas Gerais,Rosário da Limeira,200,4.35 %,97,2.11 %,4.394
2895,Minas Gerais,Rubelita,212,3.54 %,12,0.20 %,5.783
2896,Minas Gerais,Rubim,985,9.62 %,206,2.01 %,9.256
2897,Minas Gerais,Sabará,8084,5.93 %,2209,1.62 %,128.260
2898,Minas Gerais,Sabinópolis,1293,8.36 %,262,1.69 %,14.177
2899,Minas Gerais,Sacramento,1521,5.81 %,380,1.45 %,24.664
2900,Minas Gerais,Salinas,419,1.01 %,54,0.13 %,41.108
2901,Minas Gerais,Salto da Divisa,284,4.05 %,87,1.24 %,6.725
2902,Minas Gerais,Santa Bárbara,1195,3.81 %,205,0.65 %,30.129
2903,Minas Gerais,Santa Bárbara do Leste,757,9.29 %,212,2.60 %,7.390
2904,Minas Gerais,Santa Bárbara do Tugúrio,231,5.21 %,55,1.24 %,4.199
2905,Minas Gerais,Santa Cruz de Minas,385,4.47 %,139,1.62 %,8.219
2906,Minas Gerais,Santa Cruz de Salinas,288,6.95 %,66,1.59 %,3.854
2907,Minas Gerais,Santa Cruz do Escalvado,640,13.45 %,165,3.47 %,4.118
2908,Minas Gerais,Santa Efigênia de Minas,411,9.32 %,97,2.20 %,3.998
2909,Minas Gerais,Santa Fé de Minas,375,9.75 %,131,3.41 %,3.471
2910,Minas Gerais,Santa Helena de Minas,905,14.22 %,540,8.48 %,5.461
2911,Minas Gerais,Santa Juliana,266,1.90 %,115,0.82 %,13.737
2912,Minas Gerais,Santa Luzia,6225,2.84 %,2030,0.93 %,212.909
2913,Minas Gerais,Santa Margarida,629,3.88 %,114,0.70 %,15.579
2914,Minas Gerais,Santa Maria de Itabira,634,5.84 %,154,1.42 %,10.213
2915,Minas Gerais,Santa Maria do Salto,295,5.64 %,45,0.86 %,4.937
2916,Minas Gerais,Santa Maria do Suaçuí,1152,7.88 %,388,2.65 %,13.463
2917,Minas Gerais,Santana da Vargem,400,5.63 %,137,1.93 %,6.700
2918,Minas Gerais,Santana de Cataguases,336,8.68 %,91,2.35 %,3.536
2919,Minas Gerais,Santana de Pirapama,687,8.99 %,164,2.15 %,6.955
2920,Minas Gerais,Santana do Deserto,209,5.26 %,54,1.36 %,3.767
2921,Minas Gerais,Santana do Garambéu,280,11.39 %,75,3.05 %,2.178
2922,Minas Gerais,Santana do Jacaré,344,7.14 %,151,3.13 %,4.477
2923,Minas Gerais,Santana do Manhuaçu,122,1.41 %,39,0.45 %,8.552
2924,Minas Gerais,Santana do Paraíso,886,2.56 %,244,0.70 %,33.777
2925,Minas Gerais,Santana do Riacho,302,7.03 %,79,1.84 %,3.993
2926,Minas Gerais,Santana dos Montes,180,4.77 %,65,1.72 %,3.597
2927,Minas Gerais,Santa Rita de Caldas,568,6.35 %,200,2.23 %,8.381
2928,Minas Gerais,Santa Rita de Jacutinga,475,9.73 %,166,3.40 %,4.409
2929,Minas Gerais,Santa Rita de Minas,339,4.70 %,100,1.39 %,6.873
2930,Minas Gerais,Santa Rita de Ibitipoca,265,7.74 %,88,2.57 %,3.160
2931,Minas Gerais,Santa Rita do Itueto,348,6.34 %,116,2.11 %,5.141
2932,Minas Gerais,Santa Rita do Sapucaí,2313,5.35 %,882,2.04 %,40.947
2933,Minas Gerais,Santa Rosa da Serra,263,7.85 %,105,3.13 %,3.087
2934,Minas Gerais,Santa Vitória,2063,10.45 %,376,1.90 %,17.679
2935,Minas Gerais,Santo Antônio do Amparo,941,5.08 %,227,1.23 %,17.584
2936,Minas Gerais,Santo Antônio do Aventureiro,387,10.74 %,106,2.94 %,3.215
2937,Minas Gerais,Santo Antônio do Grama,509,13.01 %,122,3.12 %,3.402
2938,Minas Gerais,Santo Antônio do Itambé,179,4.66 %,73,1.90 %,3.659
2939,Minas Gerais,Santo Antônio do Jacinto,717,6.16 %,142,1.22 %,10.923
2940,Minas Gerais,Santo Antônio do Monte,1770,6.27 %,533,1.89 %,26.473
2941,Minas Gerais,Santo Antônio do Retiro,292,4.01 %,87,1.20 %,6.985
2942,Minas Gerais,Santo Antônio do Rio Abaixo,128,7.25 %,50,2.83 %,1.637
2943,Minas Gerais,Santo Hipólito,210,6.80 %,61,1.98 %,2.877
2944,Minas Gerais,Santos Dumont,750,1.61 %,242,0.52 %,45.737
2945,Minas Gerais,São Bento Abade,283,5.35 %,76,1.44 %,5.003
2946,Minas Gerais,São Brás do Suaçuí,287,7.68 %,51,1.36 %,3.451
2947,Minas Gerais,São Domingos das Dores,341,6.04 %,99,1.75 %,5.303
2948,Minas Gerais,São Domingos do Prata,1384,7.97 %,444,2.56 %,15.975
2949,Minas Gerais,São Félix de Minas,273,8.10 %,76,2.26 %,3.096
2950,Minas Gerais,São Francisco,1720,3.05 %,613,1.09 %,54.603
2951,Minas Gerais,São Francisco de Paula,586,8.98 %,202,3.09 %,5.941
2952,Minas Gerais,São Francisco de Sales,242,3.88 %,91,1.46 %,5.996
2953,Minas Gerais,São Francisco do Glória,280,5.78 %,84,1.73 %,4.564
2954,Minas Gerais,São Geraldo,559,4.52 %,326,2.64 %,11.807
2955,Minas Gerais,São Geraldo da Piedade,320,8.08 %,89,2.25 %,3.642
2956,Minas Gerais,São Geraldo do Baixio,241,6.01 %,67,1.67 %,3.771
2957,Minas Gerais,São Gonçalo do Abaeté,426,5.08 %,153,1.82 %,7.963
2958,Minas Gerais,São Gonçalo do Pará,674,5.43 %,153,1.23 %,11.737
2959,Minas Gerais,São Gonçalo do Rio Abaixo,723,6.62 %,301,2.76 %,10.197
2960,Minas Gerais,São Gonçalo do Sapucaí,1334,5.24 %,495,1.95 %,24.115
2961,Minas Gerais,São Gotardo,3035,8.56 %,734,2.07 %,32.434
2962,Minas Gerais,São João Batista do Glória,639,8.57 %,231,3.10 %,6.814
2963,Minas Gerais,São João da Lagoa,215,4.37 %,88,1.79 %,4.700
2964,Minas Gerais,São João da Mata,243,8.84 %,68,2.47 %,2.506
2965,Minas Gerais,São João da Ponte,1251,4.97 %,330,1.31 %,23.914
2966,Minas Gerais,São João das Missões,6427,49.39 %,4367,33.56 %,6.587
2967,Minas Gerais,São João del Rei,7129,7.91 %,3507,3.89 %,82.953
2968,Minas Gerais,São João do Manhuaçu,572,4.95 %,148,1.28 %,10.987
2969,Minas Gerais,São João do Manteninha,396,6.76 %,114,1.95 %,5.463
2970,Minas Gerais,São João do Oriente,367,4.89 %,110,1.47 %,7.131
2971,Minas Gerais,São João do Pacuí,307,6.95 %,87,1.97 %,4.112
2972,Minas Gerais,São João do Paraíso,1521,6.44 %,329,1.39 %,22.097
2973,Minas Gerais,São João Evangelista,1496,9.48 %,390,2.47 %,14.278
2974,Minas Gerais,São João Nepomuceno,285,1.08 %,146,0.55 %,26.076
2975,Minas Gerais,São Joaquim de Bicas,1287,4.08 %,314,0.99 %,30.291
2976,Minas Gerais,São José da Barra,266,3.58 %,117,1.58 %,7.160
2977,Minas Gerais,São José da Lapa,707,2.97 %,247,1.04 %,23.059
2978,Minas Gerais,São José da Safira,227,5.32 %,64,1.50 %,4.041
2979,Minas Gerais,São José da Varginha,391,7.81 %,146,2.92 %,4.613
2980,Minas Gerais,São José do Alegre,296,7.05 %,77,1.84 %,3.900
2981,Minas Gerais,São José do Divino,347,8.99 %,86,2.23 %,3.513
2982,Minas Gerais,São José do Goiabal,324,5.98 %,93,1.72 %,5.096
2983,Minas Gerais,São José do Jacuri,542,8.40 %,140,2.17 %,5.911
2984,Minas Gerais,São José do Mantimento,208,7.45 %,42,1.50 %,2.583
2985,Minas Gerais,São Lourenço,3493,7.62 %,1532,3.34 %,42.358
2986,Minas Gerais,São Miguel do Anta,543,7.83 %,146,2.10 %,6.395
2987,Minas Gerais,São Pedro da União,478,10.26 %,151,3.24 %,4.181
2988,Minas Gerais,São Pedro dos Ferros,741,9.52 %,118,1.52 %,7.040
2989,Minas Gerais,São Pedro do Suaçuí,485,9.25 %,134,2.55 %,4.761
2990,Minas Gerais,São Romão,414,3.36 %,85,0.69 %,11.923
2991,Minas Gerais,São Roque de Minas,498,7.06 %,199,2.82 %,6.553
2992,Minas Gerais,São Sebastião da Bela Vista,308,5.60 %,122,2.22 %,5.196
2993,Minas Gerais,São Sebastião da Vargem Alegre,239,7.95 %,96,3.19 %,2.768
2994,Minas Gerais,São Sebastião do Anta,472,7.20 %,149,2.27 %,6.083
2995,Minas Gerais,São Sebastião do Maranhão,662,6.59 %,182,1.81 %,9.382
2996,Minas Gerais,São Sebastião do Oeste,413,6.10 %,86,1.27 %,6.362
2997,Minas Gerais,São Sebastião do Paraíso,5082,7.16 %,1687,2.38 %,65.874
2998,Minas Gerais,São Sebastião do Rio Preto,215,14.28 %,78,5.18 %,1.291
2999,Minas Gerais,São Sebastião do Rio Verde,219,9.77 %,79,3.53 %,2.022
3000,Minas Gerais,São Tiago,613,5.60 %,218,1.99 %,10.328
3001,Minas Gerais,São Tomás de Aquino,462,6.58 %,218,3.10 %,6.559
3002,Minas Gerais,São Thomé das Letras,386,5.45 %,126,1.78 %,6.703
3003,Minas Gerais,São Vicente de Minas,635,8.19 %,227,2.93 %,7.118
3004,Minas Gerais,Sapucaí-Mirim,295,4.26 %,70,1.01 %,6.635
3005,Minas Gerais,Sardoá,469,7.44 %,152,2.41 %,5.831
3006,Minas Gerais,Sarzedo,1437,4.39 %,517,1.58 %,31.315
3007,Minas Gerais,Setubinha,412,3.36 %,145,1.18 %,11.846
3008,Minas Gerais,Sem-Peixe,375,14.24 %,101,3.84 %,2.258
3009,Minas Gerais,Senador Amaral,264,4.93 %,75,1.40 %,5.092
3010,Minas Gerais,Senador Cortes,194,9.68 %,70,3.49 %,1.811
3011,Minas Gerais,Senador Firmino,577,7.39 %,216,2.76 %,7.235
3012,Minas Gerais,Senador José Bento,237,15.78 %,67,4.46 %,1.265
3013,Minas Gerais,Senador Modestino Gonçalves,341,8.21 %,121,2.91 %,3.815
3014,Minas Gerais,Senhora de Oliveira,370,6.39 %,108,1.87 %,5.416
3015,Minas Gerais,Senhora do Porto,112,3.18 %,62,1.76 %,3.411
3016,Minas Gerais,Senhora dos Remédios,607,5.80 %,147,1.41 %,9.852
3017,Minas Gerais,Sericita,387,5.28 %,120,1.64 %,6.939
3018,Minas Gerais,Seritinga,227,12.26 %,81,4.38 %,1.624
3019,Minas Gerais,Serra Azul de Minas,97,2.26 %,26,0.61 %,4.196
3020,Minas Gerais,Serra da Saudade,147,18.82 %,48,6.15 %,634
3021,Minas Gerais,Serra dos Aimorés,431,4.95 %,171,1.97 %,8.268
3022,Minas Gerais,Serra do Salitre,1615,13.94 %,213,1.84 %,9.967
3023,Minas Gerais,Serrania,666,8.68 %,162,2.11 %,7.003
3024,Minas Gerais,Serranópolis de Minas,297,6.21 %,89,1.86 %,4.484
3025,Minas Gerais,Serranos,218,11.11 %,54,2.75 %,1.745
3026,Minas Gerais,Serro,1262,6.02 %,436,2.08 %,19.704
3027,Minas Gerais,Sete Lagoas,8514,3.55 %,2917,1.22 %,231.125
3028,Minas Gerais,Silveirânia,243,10.75 %,73,3.23 %,2.018
3029,Minas Gerais,Silvianópolis,414,6.64 %,196,3.14 %,5.824
3030,Minas Gerais,Simão Pereira,274,10.48 %,63,2.41 %,2.341
3031,Minas Gerais,Simonésia,756,3.85 %,216,1.10 %,18.877
3032,Minas Gerais,Sobrália,558,10.05 %,96,1.73 %,4.995
3033,Minas Gerais,Soledade de Minas,315,5.12 %,101,1.64 %,5.836
3034,Minas Gerais,Tabuleiro,381,10.16 %,101,2.69 %,3.369
3035,Minas Gerais,Taiobeiras,1328,3.89 %,4,0.01 %,32.804
3036,Minas Gerais,Taparuba,219,7.04 %,58,1.86 %,2.891
3037,Minas Gerais,Tapira,297,6.22 %,77,1.61 %,4.476
3038,Minas Gerais,Tapiraí,239,12.75 %,72,3.84 %,1.636
3039,Minas Gerais,Tarumirim,1224,8.54 %,395,2.76 %,13.102
3040,Minas Gerais,Teixeiras,843,7.23 %,93,0.80 %,10.818
3041,Minas Gerais,Teófilo Otoni,6568,4.67 %,2663,1.89 %,134.024
3042,Minas Gerais,Timóteo,4406,4.90 %,1666,1.85 %,85.436
3043,Minas Gerais,Tiradentes,486,6.09 %,113,1.42 %,7.495
3044,Minas Gerais,Tiros,470,7.25 %,184,2.84 %,6.010
3045,Minas Gerais,Tocantins,685,4.11 %,234,1.40 %,15.974
3046,Minas Gerais,Tocos do Moji,429,10.46 %,124,3.02 %,3.672
3047,Minas Gerais,Toledo,655,10.47 %,240,3.84 %,5.603
3048,Minas Gerais,Tombos,691,8.61 %,168,2.09 %,7.331
3049,Minas Gerais,Três Corações,3387,4.26 %,1614,2.03 %,76.095
3050,Minas Gerais,Três Marias,1122,3.47 %,176,0.54 %,31.234
3051,Minas Gerais,Três Pontas,3684,6.49 %,1398,2.46 %,53.062
3052,Minas Gerais,Tumiritinga,300,4.46 %,120,1.78 %,6.432
3053,Minas Gerais,Tupaciguara,2786,11.00 %,1238,4.89 %,22.541
3054,Minas Gerais,Turmalina,1488,7.45 %,435,2.18 %,18.476
3055,Minas Gerais,Turvolândia,182,3.61 %,53,1.05 %,4.858
3056,Minas Gerais,Ubá,5225,4.52 %,2780,2.41 %,110.327
3057,Minas Gerais,Ubaí,430,3.43 %,156,1.24 %,12.103
3058,Minas Gerais,Ubaporanga,212,1.70 %,133,1.07 %,12.259
3059,Minas Gerais,Uberaba,19052,5.71 %,7913,2.37 %,314.731
3060,Minas Gerais,Uberlândia,17302,2.50 %,11182,1.62 %,674.003
3061,Minas Gerais,Umburatiba,17,0.65 %,5,0.19 %,2.594
3062,Minas Gerais,Unaí,5138,6.09 %,1766,2.09 %,79.240
3063,Minas Gerais,União de Minas,336,7.81 %,69,1.60 %,3.968
3064,Minas Gerais,Uruana de Minas,285,8.73 %,93,2.85 %,2.979
3065,Minas Gerais,Urucânia,522,5.04 %,199,1.92 %,9.836
3066,Minas Gerais,Urucuia,610,3.62 %,149,0.88 %,16.255
3067,Minas Gerais,Vargem Alegre,204,3.15 %,118,1.82 %,6.276
3068,Minas Gerais,Vargem Bonita,195,9.06 %,74,3.44 %,1.958
3069,Minas Gerais,Vargem Grande do Rio Pardo,341,6.81 %,112,2.24 %,4.666
3070,Minas Gerais,Varginha,8354,6.16 %,2824,2.08 %,127.204
3071,Minas Gerais,Varjão de Minas,851,12.09 %,389,5.53 %,6.185
3072,Minas Gerais,Várzea da Palma,1764,4.47 %,492,1.25 %,37.729
3073,Minas Gerais,Varzelândia,856,4.43 %,184,0.95 %,18.464
3074,Minas Gerais,Vazante,1358,6.60 %,480,2.33 %,19.232
3075,Minas Gerais,Verdelândia,220,2.35 %,71,0.76 %,9.135
3076,Minas Gerais,Veredinha,417,7.29 %,123,2.15 %,5.303
3077,Minas Gerais,Veríssimo,400,10.00 %,112,2.80 %,3.599
3078,Minas Gerais,Vermelho Novo,340,7.03 %,94,1.94 %,4.499
3079,Minas Gerais,Vespasiano,2036,1.60 %,645,0.51 %,125.565
3080,Minas Gerais,Viçosa,3652,4.63 %,1036,1.31 %,75.194
3081,Minas Gerais,Vieiras,202,5.60 %,19,0.53 %,3.406
3082,Minas Gerais,Mathias Lobato,239,7.46 %,75,2.34 %,2.964
3083,Minas Gerais,Virgem da Lapa,777,5.65 %,168,1.22 %,12.975
3084,Minas Gerais,Virgínia,94,1.08 %,28,0.32 %,8.580
3085,Minas Gerais,Virginópolis,722,6.87 %,144,1.37 %,9.788
3086,Minas Gerais,Virgolândia,434,8.07 %,119,2.21 %,4.946
3087,Minas Gerais,Visconde do Rio Branco,2560,6.01 %,870,2.04 %,40.004
3088,Minas Gerais,Volta Grande,338,6.44 %,115,2.19 %,4.914
3089,Minas Gerais,Wenceslau Braz,304,11.91 %,100,3.92 %,2.248
3090,Espírito Santo,Afonso Cláudio,3503,11.45 %,890,2.91 %,27.083
3091,Espírito Santo,Águia Branca,732,7.59 %,200,2.07 %,8.910
3092,Espírito Santo,Água Doce do Norte,1043,9.47 %,281,2.55 %,9.976
3093,Espírito Santo,Alegre,2821,9.38 %,1005,3.34 %,27.263
3094,Espírito Santo,Alfredo Chaves,1525,10.44 %,385,2.64 %,13.076
3095,Espírito Santo,Alto Rio Novo,384,4.90 %,181,2.31 %,7.452
3096,Espírito Santo,Anchieta,2392,8.17 %,831,2.84 %,26.871
3097,Espírito Santo,Apiacá,693,9.16 %,224,2.96 %,6.874
3098,Espírito Santo,Aracruz,7748,7.65 %,3839,3.79 %,93.472
3099,Espírito Santo,Atilio Vivacqua,929,7.78 %,242,2.03 %,11.007
3100,Espírito Santo,Baixo Guandu,2903,9.37 %,791,2.55 %,28.095
3101,Espírito Santo,Barra de São Francisco,3812,8.54 %,1317,2.95 %,40.838
3102,Espírito Santo,Boa Esperança,1022,6.80 %,323,2.15 %,14.015
3103,Espírito Santo,Bom Jesus do Norte,1119,11.26 %,403,4.06 %,8.817
3104,Espírito Santo,Brejetuba,725,5.84 %,241,1.94 %,11.679
3105,Espírito Santo,Cachoeiro de Itapemirim,16096,7.70 %,4309,2.06 %,192.876
3106,Espírito Santo,Cariacica,26950,7.07 %,5735,1.50 %,354.335
3107,Espírito Santo,Castelo,2659,7.08 %,1190,3.17 %,34.875
3108,Espírito Santo,Colatina,9490,7.75 %,3349,2.73 %,113.009
3109,Espírito Santo,Conceição da Barra,1550,4.99 %,441,1.42 %,29.513
3110,Espírito Santo,Conceição do Castelo,672,5.28 %,242,1.90 %,12.051
3111,Espírito Santo,Divino de São Lourenço,358,8.32 %,122,2.83 %,3.946
3112,Espírito Santo,Domingos Martins,3149,9.30 %,835,2.47 %,30.701
3113,Espírito Santo,Dores do Rio Preto,482,7.14 %,153,2.27 %,6.267
3114,Espírito Santo,Ecoporanga,2019,8.81 %,589,2.57 %,20.904
3115,Espírito Santo,Fundão,964,4.48 %,250,1.16 %,20.545
3116,Espírito Santo,Governador Lindenberg,781,6.15 %,258,2.03 %,11.928
3117,Espírito Santo,Guaçuí,2242,7.26 %,987,3.20 %,28.625
3118,Espírito Santo,Guarapari,6755,5.41 %,1477,1.18 %,118.104
3119,Espírito Santo,Ibatiba,1758,6.74 %,446,1.71 %,24.324
3120,Espírito Santo,Ibiraçu,955,7.65 %,292,2.34 %,11.524
3121,Espírito Santo,Ibitirama,551,6.20 %,188,2.11 %,8.338
3122,Espírito Santo,Iconha,1221,8.81 %,344,2.48 %,12.639
3123,Espírito Santo,Irupi,1275,9.53 %,510,3.81 %,12.102
3124,Espírito Santo,Itaguaçu,923,6.56 %,302,2.15 %,13.143
3125,Espírito Santo,Itapemirim,2862,8.33 %,911,2.65 %,31.486
3126,Espírito Santo,Itarana,1228,11.63 %,407,3.86 %,9.327
3127,Espírito Santo,Iúna,2132,7.31 %,778,2.67 %,27.029
3128,Espírito Santo,Jaguaré,1488,4.88 %,503,1.65 %,28.989
3129,Espírito Santo,Jerônimo Monteiro,1537,12.61 %,499,4.09 %,10.655
3130,Espírito Santo,João Neiva,1456,8.74 %,554,3.32 %,15.212
3131,Espírito Santo,Laranja da Terra,1181,10.79 %,324,2.96 %,9.766
3132,Espírito Santo,Linhares,11751,6.77 %,2771,1.60 %,161.804
3133,Espírito Santo,Mantenópolis,1287,8.38 %,424,2.76 %,14.063
3134,Espírito Santo,Marataízes,3353,8.71 %,971,2.52 %,35.146
3135,Espírito Santo,Marechal Floriano,1273,7.63 %,425,2.55 %,15.421
3136,Espírito Santo,Marilândia,1109,8.64 %,338,2.63 %,11.724
3137,Espírito Santo,Mimoso do Sul,1884,7.20 %,837,3.20 %,24.269
3138,Espírito Santo,Montanha,1755,9.32 %,628,3.33 %,17.078
3139,Espírito Santo,Mucurici,518,9.38 %,138,2.50 %,5.006
3140,Espírito Santo,Muniz Freire,1572,9.00 %,419,2.40 %,15.893
3141,Espírito Santo,Muqui,1242,8.04 %,410,2.65 %,14.207
3142,Espírito Santo,Nova Venécia,4131,8.24 %,1118,2.23 %,45.979
3143,Espírito Santo,Pancas,1828,7.88 %,503,2.17 %,21.356
3144,Espírito Santo,Pedro Canário,1680,6.42 %,409,1.56 %,24.504
3145,Espírito Santo,Pinheiros,1850,6.84 %,560,2.07 %,25.197
3146,Espírito Santo,Piúma,1398,6.44 %,422,1.94 %,20.313
3147,Espírito Santo,Ponto Belo,647,8.23 %,126,1.60 %,7.216
3148,Espírito Santo,Presidente Kennedy,1254,10.83 %,401,3.46 %,10.320
3149,Espírito Santo,Rio Bananal,1326,6.93 %,444,2.32 %,17.815
3150,Espírito Santo,Rio Novo do Sul,847,7.29 %,314,2.70 %,10.775
3151,Espírito Santo,Santa Leopoldina,1065,8.71 %,284,2.32 %,11.159
3152,Espírito Santo,Santa Maria de Jetibá,2193,5.42 %,690,1.71 %,38.238
3153,Espírito Santo,Santa Teresa,2453,10.40 %,910,3.86 %,21.137
3154,Espírito Santo,São Domingos do Norte,628,7.27 %,164,1.90 %,8.010
3155,Espírito Santo,São Gabriel da Palha,2192,5.78 %,734,1.93 %,35.755
3156,Espírito Santo,São José do Calçado,1233,11.68 %,435,4.12 %,9.323
3157,Espírito Santo,São Mateus,10090,7.73 %,2677,2.05 %,120.521
3158,Espírito Santo,São Roque do Canaã,810,6.52 %,317,2.55 %,11.605
3159,Espírito Santo,Serra,31557,6.10 %,9043,1.75 %,485.953
3160,Espírito Santo,Sooretama,1340,4.46 %,477,1.59 %,28.730
3161,Espírito Santo,Vargem Alta,1294,6.05 %,420,1.96 %,20.108
3162,Espírito Santo,Venda Nova do Imigrante,2209,8.74 %,662,2.62 %,23.068
3163,Espírito Santo,Viana,3402,4.35 %,952,1.22 %,74.837
3164,Espírito Santo,Vila Pavão,731,7.94 %,177,1.92 %,8.477
3165,Espírito Santo,Vila Valério,938,6.66 %,230,1.63 %,13.142
3166,Espírito Santo,Vila Velha,28873,5.85 %,6292,1.27 %,464.965
3167,Espírito Santo,Vitória,51635,14.26 %,14364,3.97 %,310.462
3168,Rio de Janeiro,Angra dos Reis,11195,5.49 %,3133,1.54 %,192.590
3169,Rio de Janeiro,Aperibé,292,2.48 %,22,0.19 %,11.467
3170,Rio de Janeiro,Araruama,783,0.59 %,7,0.01 %,131.617
3171,Rio de Janeiro,Areal,950,7.56 %,319,2.54 %,11.622
3172,Rio de Janeiro,Armação dos Búzios,2660,7.85 %,507,1.50 %,31.210
3173,Rio de Janeiro,Arraial do Cabo,2355,7.76 %,789,2.60 %,27.994
3174,Rio de Janeiro,Barra do Piraí,4489,4.47 %,1420,1.41 %,95.885
3175,Rio de Janeiro,Barra Mansa,6528,3.54 %,2822,1.53 %,177.884
3176,Rio de Janeiro,Belford Roxo,12407,2.43 %,5325,1.04 %,498.499
3177,Rio de Janeiro,Bom Jesus do Itabapoana,531,1.43 %,37,0.10 %,36.565
3178,Rio de Janeiro,Cabo Frio,13478,5.95 %,2591,1.14 %,213.047
3179,Rio de Janeiro,Cachoeiras de Macacu,675,1.15 %,345,0.59 %,58.262
3180,Rio de Janeiro,Cambuci,705,4.55 %,45,0.29 %,14.800
3181,Rio de Janeiro,Carapebus,1302,7.99 %,978,6.00 %,14.999
